side,entry_minute,entry_improve_cents,ttl_minutes,max_entry_spread_cents,attempts,fills,fill_rate,win_rate_given_fill,mean_entry_px_filled,mean_settle_pnl_cents_per_fill,mean_settle_pnl_cents_per_attempt,ev_cents_per_hour_per_contract
YES,13,0,1,40,3629,1643,0.45274180214935245,0.19598295800365187,25.12598904443092,-5.527693244065733,-2.5026178010471205,-10.010471204188482
NO,4,1,1,40,3731,2241,0.6006432591798445,0.4390896921017403,48.08701472556894,-4.178045515394913,-2.509514875368534,-10.038059501474136
YES,3,1,3,40,3731,2726,0.7306352184400965,0.4479090242112986,48.227072633895816,-3.4361702127659575,-2.5105869740016082,-10.042347896006433
NO,5,0,1,40,3734,2024,0.5420460632029994,0.424901185770751,47.12252964426877,-4.632411067193676,-2.5109801821103375,-10.04392072844135
YES,3,0,3,40,3731,2577,0.6906995443580809,0.43694218083042297,47.3395421032208,-3.645324020178502,-2.5178236397748592,-10.071294559099437
NO,0,2,1,40,54,16,0.2962962962962963,0.5625,64.875,-8.625,-2.5555555555555554,-10.222222222222221
YES,2,1,3,40,3722,2733,0.7342826437399248,0.44493230881814855,47.985729967069155,-3.492499085254299,-2.564481461579796,-10.257925846319184
YES,6,1,2,40,3728,2501,0.6708690987124464,0.4346261495401839,47.302279088364656,-3.8396641343462616,-2.575912017167382,-10.303648068669528
YES,9,1,2,40,3729,2423,0.6497720568517029,0.4032191498142798,44.30788278992984,-3.985967808501857,-2.589970501474926,-10.359882005899705
YES,8,2,3,40,3726,2707,0.7265163714439077,0.42076099002585887,45.64277798300702,-3.5666789804211305,-2.591250670960816,-10.365002683843263
YES,2,0,3,40,3722,2594,0.6969371305749597,0.43523515805705476,47.25250578257517,-3.7289899768696992,-2.5988715744223536,-10.395486297689414
YES,13,2,1,40,3629,1788,0.49269771286855885,0.22874720357941836,28.149888143176735,-5.275167785234899,-2.599063102783136,-10.396252411132544
YES,4,1,3,40,3731,2720,0.7290270704904851,0.44080882352941175,47.65294117647059,-3.572058823529412,-2.604127579737336,-10.416510318949344
NO,2,1,1,40,3722,2326,0.6249328318108544,0.4458297506448839,48.77472055030095,-4.191745485812554,-2.619559376679205,-10.47823750671682
NO,11,2,2,40,3716,2468,0.6641550053821313,0.3679092382495948,40.76823338735819,-3.9773095623987036,-2.6415500538213132,-10.566200215285253
NO,10,2,3,40,3724,2700,0.7250268528464017,0.3888888888888889,42.54481481481481,-3.655925925925926,-2.6506444683136414,-10.602577873254566
NO,10,0,3,40,3724,2465,0.6619226638023631,0.3630831643002028,40.31561866125761,-4.007302231237323,-2.6525241675617615,-10.610096670247046
NO,1,0,1,40,3681,1878,0.5101874490627547,0.4222577209797657,47.426517571884986,-5.200745473908413,-2.6533550665580004,-10.613420266232001
YES,9,2,2,40,3729,2529,0.6781979082864039,0.4108343218663503,45.01028074337683,-3.926848556741795,-2.6631804773397696,-10.652721909359078
NO,6,2,1,40,3728,2344,0.628755364806867,0.4304607508532423,47.282849829351534,-4.236774744027303,-2.663894849785408,-10.655579399141631
NO,9,2,3,40,3729,2756,0.7390721373022258,0.39985486211901305,43.5899854862119,-3.6044992743105952,-2.6639849825690534,-10.655939930276213
NO,10,1,3,40,3724,2627,0.7054242749731472,0.37913970308336503,41.70498667681766,-3.791016368481157,-2.6742749731471536,-10.697099892588614
YES,4,0,3,40,3731,2575,0.6901634950415438,0.429126213592233,46.79495145631068,-3.8823300970873786,-2.6794425087108014,-10.717770034843205
NO,11,1,2,40,3716,2384,0.6415500538213132,0.3578020134228188,39.96057046979866,-4.180369127516778,-2.6819160387513454,-10.727664155005382
YES,7,0,3,40,3727,2493,0.6689026026294607,0.4091456077015644,44.92699558764541,-4.012434817488969,-2.6839280922994364,-10.735712369197746
YES,8,1,3,40,3726,2610,0.7004830917874396,0.410727969348659,44.92490421455939,-3.8521072796934868,-2.698336017176597,-10.793344068706388
NO,9,1,3,40,3729,2665,0.7146688120139447,0.38911819887429644,42.69343339587242,-3.781613508442777,-2.702601233574685,-10.81040493429874
NO,8,2,2,40,3726,2603,0.6986044015029522,0.4145217057241644,45.34805993084902,-3.8958893584325778,-2.7216854535695116,-10.886741814278047
NO,8,0,3,40,3726,2516,0.6752549651100376,0.390302066772655,43.08028616852146,-4.0500794912559615,-2.7348362855609234,-10.939345142243694
NO,4,2,1,40,3731,2399,0.6429911551862771,0.4414339308045019,48.40433513964152,-4.26094205919133,-2.7397480568212274,-10.95899222728491
NO,1,1,1,40,3681,2058,0.5590872045639772,0.4324586977648202,48.17832847424684,-4.932458697764821,-2.7576745449606084,-11.030698179842434
NO,3,2,2,40,3731,2726,0.7306352184400965,0.4471753484959648,48.50256786500367,-3.78503301540719,-2.765478424015009,-11.061913696060037
YES,5,1,2,40,3734,2560,0.6855918585966791,0.4328125,47.325390625,-4.044140625,-2.7726298875200857,-11.090519550080343
YES,1,1,2,40,3681,2424,0.658516707416463,0.43853135313531355,48.06600660066007,-4.212871287128713,-2.7742461287693563,-11.096984515077425
YES,13,0,2,40,3629,1859,0.512262331220722,0.20010758472296933,25.44055944055944,-5.429800968262507,-2.781482502066685,-11.12593000826674
YES,13,0,3,40,3629,1859,0.512262331220722,0.20010758472296933,25.44055944055944,-5.429800968262507,-2.781482502066685,-11.12593000826674
NO,3,0,2,40,3731,2407,0.6451353524524256,0.42958039052762775,47.271292064810964,-4.313253012048193,-2.7826320021441973,-11.130528008576789
YES,7,1,3,40,3727,2642,0.7088811376442179,0.42089326267978805,46.019682059046175,-3.930355791067373,-2.7861550845183793,-11.144620338073517
YES,6,2,2,40,3728,2613,0.7009120171673819,0.43819364714887105,47.80099502487562,-3.981630309988519,-2.790772532188841,-11.163090128755364
NO,9,0,3,40,3729,2495,0.6690801823545186,0.3711422845691383,41.29498997995992,-4.180761523046092,-2.7972646822204346,-11.189058728881738
NO,11,0,2,40,3716,2203,0.5928417653390743,0.33408987743985474,38.12936904221516,-4.720381298229687,-2.798439181916039,-11.193756727664155
YES,13,1,2,40,3629,1938,0.5340314136125655,0.22394220846233232,27.640866873065015,-5.246646026831785,-2.801873794433728,-11.207495177734913
YES,13,1,3,40,3629,1938,0.5340314136125655,0.22394220846233232,27.640866873065015,-5.246646026831785,-2.801873794433728,-11.207495177734913
NO,7,0,1,40,3727,1938,0.5199892675073786,0.40350877192982454,45.744582043343655,-5.393704850361197,-2.804668634290314,-11.218674537161256
YES,5,2,2,40,3734,2657,0.711569362613819,0.4410989838163342,48.052691004892736,-3.942792623259315,-2.805570433851098,-11.222281735404392
YES,1,0,2,40,3681,2254,0.6123336049986416,0.42679680567879325,47.265749778172136,-4.586069210292813,-2.808204292311872,-11.232817169247488
YES,10,1,2,40,3724,2437,0.6544038668098818,0.39433729995896594,43.72958555601149,-4.295855560114895,-2.811224489795918,-11.244897959183673
YES,10,0,2,40,3724,2247,0.6033834586466166,0.37605696484201157,42.28927458834001,-4.683578104138852,-2.8259935553168636,-11.303974221267454
YES,7,2,3,40,3727,2755,0.7392004292997049,0.42903811252268603,46.73067150635209,-3.8268602540834844,-2.8288167426884896,-11.315266970753958
YES,6,0,2,40,3728,2319,0.6220493562231759,0.41828374299266924,46.37990513152221,-4.551530832255282,-2.831276824034335,-11.32510729613734
YES,8,0,3,40,3726,2446,0.6564680622651637,0.3937040065412919,43.69787408013082,-4.327473426001635,-2.840848094471283,-11.363392377885132
NO,7,1,1,40,3727,2199,0.5900187818620874,0.41609822646657574,46.435652569349706,-4.825829922692133,-2.847330292460424,-11.389321169841695
NO,2,2,1,40,3722,2468,0.6630843632455669,0.4497568881685575,49.276337115072934,-4.30064829821718,-2.85169263836647,-11.40677055346588
NO,0,0,3,40,54,19,0.35185185185185186,0.5263157894736842,60.73684210526316,-8.105263157894736,-2.8518518518518516,-11.407407407407407
NO,3,1,2,40,3731,2608,0.6990083087644063,0.43903374233128833,47.98351226993865,-4.080138036809816,-2.8520503886357544,-11.408201554543018
YES,5,0,2,40,3734,2378,0.6368505623995715,0.4213624894869638,46.62363330529857,-4.4873843566021865,-2.857793251205142,-11.431173004820568
NO,4,1,2,40,3731,2638,0.7070490485124632,0.43745261561789234,47.79605761940864,-4.050796057619409,-2.8641114982578397,-11.456445993031359
YES,1,2,2,40,3681,2551,0.6930182015756587,0.4457075656605253,48.70560564484516,-4.13484907879263,-2.8655256723716382,-11.462102689486553
YES,13,2,2,40,3629,1982,0.5461559658308074,0.23158425832492432,28.41321897073663,-5.254793138244198,-2.869936621658859,-11.479746486635436
YES,13,2,3,40,3629,1982,0.5461559658308074,0.23158425832492432,28.41321897073663,-5.254793138244198,-2.869936621658859,-11.479746486635436
NO,8,1,3,40,3726,2685,0.7206119162640902,0.4037243947858473,44.36536312849162,-3.9929236499068903,-2.877348362855609,-11.509393451422437
NO,1,2,1,40,3681,2192,0.595490355881554,0.4406934306569343,48.92974452554745,-4.860401459854015,-2.8943221950556914,-11.577288780222766
YES,10,2,2,40,3724,2531,0.6796455424274973,0.40023706045041485,44.302647175029634,-4.278941129988147,-2.9081632653061225,-11.63265306122449
NO,11,2,3,40,3716,2602,0.7002152852529602,0.3627978478093774,40.45311299000769,-4.173328209069946,-2.922228202368138,-11.688912809472551
NO,4,2,2,40,3731,2755,0.7384079335298848,0.44319419237749547,48.28493647912886,-3.9655172413793105,-2.9281693915840257,-11.712677566336103
NO,6,1,2,40,3728,2531,0.6789163090128756,0.42473330699328327,46.795732911892536,-4.322402212564204,-2.934549356223176,-11.738197424892704
NO,6,2,2,40,3728,2656,0.7124463519313304,0.4299698795180723,47.12688253012048,-4.129894578313253,-2.9423283261802573,-11.76931330472103
NO,11,1,3,40,3716,2526,0.6797631862217438,0.35233570863024544,39.593428345209816,-4.359857482185273,-2.963670613562971,-11.854682454251884
YES,9,0,3,40,3729,2469,0.6621078037007241,0.38517618469015796,42.99473471040907,-4.477116241393277,-2.964333601501743,-11.857334406006972
YES,12,1,2,40,3688,2182,0.591648590021692,0.29880843263061413,34.90559120073327,-5.024747937671861,-2.972885032537961,-11.891540130151844
NO,0,1,3,40,54,19,0.35185185185185186,0.5263157894736842,61.10526315789474,-8.473684210526315,-2.9814814814814814,-11.925925925925926
NO,6,0,2,40,3728,2347,0.6295600858369099,0.41031103536429486,45.772049424797615,-4.740945888368129,-2.9847103004291844,-11.938841201716738
NO,7,2,1,40,3727,2346,0.6294606922457741,0.42412617220801363,47.15473145780051,-4.742114236999147,-2.9849745103300243,-11.939898041320097
YES,12,2,2,40,3688,2261,0.6130694143167028,0.3126934984520124,36.1437417072092,-4.874391862007961,-2.9883405639913234,-11.953362255965294
NO,4,0,2,40,3731,2436,0.6529080675422139,0.42282430213464695,46.86904761904762,-4.586617405582923,-2.9946395068346288,-11.978558027338515
NO,5,1,2,40,3734,2611,0.6992501339046598,0.43086939869781693,47.40750670241287,-4.320566832631176,-3.0211569362613817,-12.084627745045527
YES,5,1,3,40,3734,2738,0.7332619175147295,0.4317019722425128,47.2991234477721,-4.128926223520818,-3.0275843599357257,-12.110337439742903
YES,12,0,2,40,3688,2041,0.553416485900217,0.2714355707986281,32.63498285154336,-5.491425771680548,-3.0390455531453364,-12.156182212581346
NO,8,2,3,40,3726,2774,0.7444981213097155,0.40951694304253783,45.06524873828407,-4.113554434030281,-3.0625335480407943,-12.250134192163177
YES,12,2,3,40,3688,2365,0.6412689804772235,0.3112050739957717,35.92389006342495,-4.80338266384778,-3.0802603036876355,-12.321041214750542
YES,5,2,3,40,3734,2825,0.7565613283342261,0.4389380530973451,47.977345132743366,-4.0835398230088495,-3.0894483128012853,-12.357793251205141
YES,11,0,2,40,3716,2170,0.5839612486544672,0.3327188940092166,38.57235023041475,-5.300460829493088,-3.095263724434876,-12.381054897739505
YES,12,1,3,40,3688,2291,0.6212039045553145,0.2968136185072021,34.67525098210388,-4.993889131383675,-3.102223427331887,-12.408893709327549
YES,11,2,2,40,3716,2438,0.6560818083961248,0.3642329778506973,41.15504511894996,-4.73174733388023,-3.1044133476856834,-12.417653390742734
YES,11,1,2,40,3716,2348,0.6318622174381054,0.3543441226575809,40.36243611584327,-4.928023850085179,-3.113832077502691,-12.455328310010763
NO,0,2,3,40,54,19,0.35185185185185186,0.5263157894736842,61.526315789473685,-8.894736842105264,-3.1296296296296298,-12.518518518518519
YES,10,1,3,40,3724,2616,0.7024704618689581,0.3872324159021407,43.1815749235474,-4.458333333333333,-3.1318474758324384,-12.527389903329754
YES,9,1,3,40,3729,2606,0.6988468758380263,0.3967766692248657,44.159247889485805,-4.481580966999233,-3.1319388576025746,-12.527755430410298
NO,2,0,2,40,3722,2479,0.6660397635679742,0.4344493747478822,48.14965711980637,-4.7047196450181525,-3.133530360021494,-12.534121440085976
YES,6,1,3,40,3728,2666,0.7151287553648069,0.4257314328582146,46.96661665416354,-4.393473368342086,-3.1418991416309012,-12.567596566523605
NO,5,2,2,40,3734,2720,0.7284413497589716,0.43676470588235294,47.99007352941177,-4.3136029411764705,-3.142206748794858,-12.568826995179432
YES,5,0,3,40,3734,2577,0.6901446170326727,0.4194800155219247,46.502522312766786,-4.554520760574311,-3.1432779860739153,-12.573111944295661
NO,11,0,3,40,3716,2372,0.6383207750269106,0.3263069139966273,37.575463743676224,-4.944772344013491,-3.1563509149623252,-12.625403659849301
YES,1,2,3,40,3681,2697,0.732681336593317,0.44271412680756395,48.582499073044126,-4.311086392287727,-3.158652540070633,-12.634610160282532
YES,10,2,3,40,3724,2681,0.7199248120300752,0.39537486012681833,43.947034688549046,-4.409548675867214,-3.1745435016111707,-12.698174006444683
NO,2,1,2,40,3722,2677,0.7192369693713058,0.4445274561075831,48.86664176316773,-4.413896152409413,-3.174637291778614,-12.698549167114455
YES,9,2,3,40,3729,2695,0.7227138643067846,0.40630797773654914,45.0252319109462,-4.39443413729128,-3.1759184768034325,-12.70367390721373
YES,1,1,3,40,3681,2593,0.704428144525944,0.43386039336675664,47.90667180871577,-4.520632472040108,-3.1844607443629447,-12.737842977451779
YES,12,0,3,40,3688,2168,0.5878524945770065,0.26752767527675275,32.170664206642066,-5.417896678966789,-3.184924078091106,-12.739696312364424
YES,10,0,3,40,3724,2455,0.6592373791621912,0.3674134419551935,41.57841140529531,-4.8370672097759675,-3.188775510204082,-12.755102040816327
YES,1,0,3,40,3681,2456,0.667209997283347,0.4226384364820847,47.07695439739414,-4.813110749185668,-3.211355609888617,-12.845422439554468
NO,7,0,2,40,3727,2326,0.6240944459350685,0.4002579535683577,45.200343938091144,-5.174548581255374,-3.229407029782667,-12.917628119130669
YES,6,0,3,40,3728,2509,0.6730150214592274,0.4117178158628936,45.97489039457951,-4.803108808290156,-3.2325643776824036,-12.930257510729614
YES,6,2,3,40,3728,2769,0.7427575107296137,0.4322860238353196,47.60491152040448,-4.376309136872517,-3.250536480686695,-13.00214592274678
NO,7,1,2,40,3727,2528,0.6782935336731956,0.41337025316455694,46.13449367088607,-4.7974683544303796,-3.254091762811913,-13.016367051247652
NO,2,1,3,40,3722,2845,0.7643739924771629,0.4453427065026362,48.81581722319859,-4.281546572934974,-3.2727028479312197,-13.090811391724879
NO,3,1,3,40,3731,2795,0.7491289198606271,0.4332737030411449,47.749552772808585,-4.422182468694096,-3.3127847761994103,-13.251139104797641
NO,6,2,3,40,3728,2818,0.755901287553648,0.4251242015613911,46.911284599006386,-4.398864442867282,-3.325107296137339,-13.300429184549357
NO,3,2,3,40,3731,2895,0.7759313856874832,0.44075993091537136,48.36442141623489,-4.288428324697755,-3.327526132404181,-13.310104529616725
NO,3,0,3,40,3731,2641,0.7078531224872688,0.4229458538432412,46.99810677773571,-4.703521393411586,-3.329402305012061,-13.317609220048244
NO,2,0,3,40,3722,2684,0.7211176786673831,0.4336810730253353,47.991058122205665,-4.622950819672131,-3.333691563675443,-13.334766254701773
NO,4,1,3,40,3731,2813,0.7539533637094613,0.43370067543547813,47.79772484891575,-4.4276573053679344,-3.3382471187349236,-13.352988474939695
NO,5,0,2,40,3734,2431,0.6510444563470809,0.416289592760181,46.79185520361991,-5.16289592760181,-3.361274772362078,-13.445099089448313
NO,6,1,3,40,3728,2712,0.7274678111587983,0.4185103244837758,46.47271386430678,-4.621681415929204,-3.3621244635193133,-13.448497854077253
NO,6,0,3,40,3728,2556,0.6856223175965666,0.40492957746478875,45.39827856025039,-4.905320813771518,-3.3631974248927037,-13.452789699570815
NO,7,2,2,40,3727,2646,0.709954386906359,0.42063492063492064,46.83673469387755,-4.773242630385488,-3.3887845452106253,-13.555138180842501
NO,7,1,3,40,3727,2704,0.7255165012074054,0.41420118343195267,46.095044378698226,-4.674926035502959,-3.3917359806815135,-13.566943922726054
NO,4,2,3,40,3731,2910,0.7799517555615116,0.43917525773195876,48.26735395189004,-4.349828178694158,-3.3926561243634414,-13.570624497453766
NO,4,0,3,40,3731,2646,0.7091932457786116,0.41950113378684806,46.778155706727134,-4.828042328042328,-3.424015009380863,-13.696060037523452
NO,2,2,2,40,3722,2771,0.7444922084900591,0.44785276073619634,49.40815590039697,-4.6228798267773366,-3.441698011821601,-13.766792047286405
NO,2,2,3,40,3722,2916,0.7834497581945191,0.4492455418381344,49.32441700960219,-4.399862825788752,-3.447071466953251,-13.788285867813004
NO,1,0,2,40,3681,2248,0.6107036131486009,0.41637010676156583,47.29626334519573,-5.659252669039146,-3.4561260527030697,-13.824504210812279
NO,7,2,3,40,3727,2808,0.7534209820230748,0.4234330484330484,46.943732193732195,-4.60042735042735,-3.4660584920847866,-13.864233968339146
NO,7,0,3,40,3727,2533,0.6796350952508721,0.39873667587840506,44.99131464666404,-5.117647058823529,-3.4781325462838746,-13.912530185135498
YES,11,2,3,40,3716,2572,0.6921420882669537,0.3561430793157076,40.70295489891135,-5.088646967340591,-3.5220667384284177,-14.08826695371367
NO,5,1,3,40,3734,2768,0.7412961971076594,0.4241329479768786,47.16582369942196,-4.752528901734104,-3.5230316014997323,-14.092126405998929
NO,1,1,2,40,3681,2397,0.6511817440912795,0.42511472674176054,47.9645390070922,-5.453066332916145,-3.5509372453137735,-14.203748981255094
NO,5,2,3,40,3734,2861,0.7662024638457419,0.4320167773505767,47.843760922754285,-4.64208318769661,-3.5567755757900374,-14.22710230316015
YES,11,1,3,40,3716,2492,0.6706135629709364,0.3451043338683788,39.85553772070626,-5.345104333868379,-3.5844994617868675,-14.33799784714747
YES,11,0,3,40,3716,2340,0.6297093649085038,0.32008547008547006,37.7017094017094,-5.693162393162393,-3.585037674919268,-14.340150699677071
NO,1,0,3,40,3681,2464,0.6693833197500679,0.4159902597402597,47.06818181818182,-5.4691558441558445,-3.6609616951915243,-14.643846780766097
NO,1,2,2,40,3681,2518,0.6840532464004346,0.4328832406671962,48.68864177918984,-5.400317712470215,-3.694104862809019,-14.776419451236077
NO,1,1,3,40,3681,2592,0.7041564792176039,0.4255401234567901,47.82600308641975,-5.2719907407407405,-3.7123064384678077,-14.849225753871231
NO,1,2,3,40,3681,2698,0.7329530019016571,0.43217197924388434,48.57709414381023,-5.359896219421794,-3.9285520239065472,-15.714208095626189
NO,5,0,3,40,3734,2616,0.7005891805034815,0.40711009174311924,46.319189602446485,-5.608180428134556,-3.929030530262453,-15.716122121049812
