minute_bin,entry_px_bin_cents,n,fill_rate,win_rate_given_fill,avg_entry_px_cents,avg_spread_cents,mean_maker_settle_pnl_cents_per_attempt,mean_maker_settle_pnl_cents_per_fill
0,0,17,0.4117647058823529,0.0,1.0,20.529411764705884,-0.4117647058823529,-1.0
0,60,23,0.21739130434782608,0.8,62.91304347826087,37.08695652173913,4.0,18.4
0,70,4,0.0,0.0,73.5,26.5,0.0,0.0
0,80,3,0.3333333333333333,1.0,81.66666666666667,18.333333333333332,6.666666666666667,20.0
0,90,5,1.0,0.6,98.6,1.4,-38.6,-38.6
1,0,32,0.03125,0.0,3.875,27.0625,-0.03125,-1.0
1,10,49,0.12244897959183673,0.16666666666666666,14.979591836734693,20.06122448979592,0.2857142857142857,2.3333333333333335
1,20,166,0.26506024096385544,0.2727272727272727,25.53614457831325,15.090361445783133,0.2469879518072289,0.9318181818181818
1,30,434,0.423963133640553,0.3641304347826087,35.145161290322584,11.435483870967742,0.4792626728110599,1.1304347826086956
1,40,806,0.43548387096774194,0.38746438746438744,44.575682382134,8.767990074441688,-2.478908188585608,-5.6923076923076925
1,50,614,0.47068403908794787,0.44982698961937717,53.66775244299674,7.697068403908795,-4.035830618892508,-8.57439446366782
1,60,219,0.54337899543379,0.6302521008403361,63.50684931506849,9.08675799086758,-0.2602739726027397,-0.4789915966386555
1,70,60,0.6333333333333333,0.6842105263157895,73.46666666666667,6.066666666666666,-3.15,-4.973684210526316
1,80,6,0.3333333333333333,1.0,82.5,4.0,5.333333333333333,16.0
1,90,1,1.0,1.0,95.0,2.0,5.0,5.0
2,0,30,0.06666666666666667,0.0,4.7,21.6,-0.5,-7.5
2,10,90,0.3888888888888889,0.11428571428571428,15.444444444444445,10.077777777777778,-1.6444444444444444,-4.228571428571429
2,20,234,0.47435897435897434,0.26126126126126126,25.102564102564102,8.102564102564102,0.2692307692307692,0.5675675675675675
2,30,413,0.5302663438256658,0.2968036529680365,34.65617433414044,6.757869249394673,-2.5786924939467313,-4.863013698630137
2,40,549,0.4772313296903461,0.3473282442748092,44.45719489981785,6.211293260473588,-4.644808743169399,-9.732824427480915
2,50,526,0.4600760456273764,0.5330578512396694,54.239543726235745,5.996197718631179,-0.4505703422053232,-0.9793388429752066
2,60,367,0.47956403269754766,0.6363636363636364,64.1008174386921,6.1880108991825615,-0.21525885558583105,-0.44886363636363635
2,70,156,0.5448717948717948,0.6941176470588235,73.4551282051282,5.038461538461538,-2.3525641025641026,-4.317647058823529
2,80,49,0.5714285714285714,0.7857142857142857,82.89795918367346,3.795918367346939,-2.489795918367347,-4.357142857142857
2,90,9,0.7777777777777778,0.8571428571428571,92.22222222222223,3.0,-5.222222222222222,-6.714285714285714
3,0,63,0.14285714285714285,0.0,5.063492063492063,16.841269841269842,-1.126984126984127,-7.888888888888889
3,10,148,0.4391891891891892,0.1076923076923077,15.412162162162161,8.945945945945946,-1.9864864864864864,-4.523076923076923
3,20,278,0.4892086330935252,0.18382352941176472,24.91726618705036,7.64748201438849,-3.3309352517985613,-6.8088235294117645
3,30,340,0.5558823529411765,0.328042328042328,34.54117647058823,6.794117647058823,-1.0647058823529412,-1.9153439153439153
3,40,438,0.4931506849315068,0.3888888888888889,44.66438356164384,6.13013698630137,-2.8059360730593608,-5.689814814814815
3,50,446,0.44170403587443946,0.48223350253807107,54.28251121076233,6.23542600896861,-2.717488789237668,-6.152284263959391
3,60,384,0.4453125,0.6608187134502924,64.16145833333333,6.6171875,0.9583333333333334,2.152046783625731
3,70,223,0.45739910313901344,0.6568627450980392,73.86995515695067,5.739910313901345,-3.7443946188340806,-8.186274509803921
3,80,92,0.5434782608695652,0.7,83.70652173913044,3.717391304347826,-7.521739130434782,-13.84
3,90,19,0.42105263157894735,0.75,91.84210526315789,2.473684210526316,-7.315789473684211,-17.375
4,0,109,0.1743119266055046,0.05263157894736842,5.10091743119266,13.55045871559633,-0.3119266055045872,-1.7894736842105263
4,10,170,0.4411764705882353,0.09333333333333334,14.770588235294118,8.18235294117647,-2.3411764705882354,-5.306666666666667
4,20,301,0.5083056478405316,0.16339869281045752,24.302325581395348,6.6544850498338874,-4.122923588039867,-8.11111111111111
4,30,344,0.5290697674418605,0.2692307692307692,34.17151162790697,6.031976744186046,-3.8924418604651163,-7.357142857142857
4,40,360,0.4583333333333333,0.44242424242424244,44.736111111111114,7.030555555555556,-0.05277777777777778,-0.11515151515151516
4,50,344,0.438953488372093,0.5629139072847682,54.17151162790697,6.444767441860465,0.9156976744186046,2.0860927152317883
4,60,368,0.4483695652173913,0.6363636363636364,64.14402173913044,6.448369565217392,-0.11956521739130435,-0.26666666666666666
4,70,256,0.42578125,0.6605504587155964,74.109375,5.8671875,-3.390625,-7.963302752293578
4,80,146,0.4246575342465753,0.8064516129032258,83.97945205479452,4.116438356164384,-1.4246575342465753,-3.3548387096774195
4,90,34,0.5294117647058824,0.8888888888888888,92.79411764705883,2.1470588235294117,-2.0588235294117645,-3.888888888888889
5,0,133,0.2857142857142857,0.02631578947368421,4.7669172932330826,10.022556390977444,-1.0977443609022557,-3.8421052631578947
5,10,232,0.521551724137931,0.09917355371900827,14.71551724137931,6.797413793103448,-2.5517241379310347,-4.892561983471074
5,20,283,0.45229681978798586,0.1875,24.346289752650176,7.409893992932862,-2.618374558303887,-5.7890625
5,30,322,0.546583850931677,0.2897727272727273,34.515527950310556,6.34472049689441,-2.919254658385093,-5.340909090909091
5,40,285,0.45263157894736844,0.3875968992248062,44.6140350877193,6.894736842105263,-2.6315789473684212,-5.813953488372093
5,50,340,0.4176470588235294,0.528169014084507,54.411764705882355,7.0588235294117645,-0.6794117647058824,-1.6267605633802817
5,60,318,0.4088050314465409,0.6153846153846154,64.53144654088051,6.776729559748428,-1.2075471698113207,-2.953846153846154
5,70,260,0.45,0.6581196581196581,74.18076923076923,6.265384615384615,-3.7423076923076923,-8.316239316239317
5,80,192,0.4583333333333333,0.8863636363636364,84.109375,4.375,1.9895833333333333,4.340909090909091
5,90,70,0.5142857142857142,0.8611111111111112,92.18571428571428,2.8,-3.057142857142857,-5.944444444444445
6,0,198,0.3181818181818182,0.031746031746031744,4.944444444444445,8.833333333333334,-1.0656565656565657,-3.3492063492063493
6,10,251,0.4940239043824701,0.07258064516129033,14.796812749003983,6.824701195219124,-3.864541832669323,-7.82258064516129
6,20,271,0.5276752767527675,0.16083916083916083,24.531365313653136,6.509225092250922,-4.590405904059041,-8.6993006993007
6,30,256,0.5546875,0.2746478873239437,34.421875,6.32421875,-3.86328125,-6.964788732394366
6,40,250,0.444,0.4594594594594595,44.5,7.528,0.656,1.4774774774774775
6,50,296,0.4391891891891892,0.5076923076923077,54.46283783783784,8.037162162162161,-1.6722972972972974,-3.8076923076923075
6,60,281,0.40569395017793597,0.5350877192982456,64.47686832740213,6.512455516014235,-4.391459074733096,-10.824561403508772
6,70,274,0.4416058394160584,0.7272727272727273,74.18613138686132,6.773722627737226,-0.5948905109489051,-1.3471074380165289
6,80,252,0.42857142857142855,0.8240740740740741,84.36111111111111,4.817460317460317,-0.8055555555555556,-1.8796296296296295
6,90,100,0.39,0.8205128205128205,92.86,2.55,-4.05,-10.384615384615385
7,0,266,0.3233082706766917,0.011627906976744186,4.571428571428571,7.593984962406015,-1.4398496240601504,-4.453488372093023
7,10,270,0.5,0.0962962962962963,14.403703703703703,5.5,-2.3703703703703702,-4.7407407407407405
7,20,254,0.5551181102362205,0.14893617021276595,24.543307086614174,6.551181102362205,-5.2795275590551185,-9.51063829787234
7,30,233,0.5236051502145923,0.20491803278688525,34.36480686695279,7.034334763948498,-7.424892703862661,-14.180327868852459
7,40,201,0.5920398009950248,0.44537815126050423,44.6865671641791,6.746268656716418,-0.12935323383084577,-0.2184873949579832
7,50,229,0.42358078602620086,0.4845360824742268,54.56331877729258,7.751091703056769,-2.6899563318777293,-6.350515463917525
7,60,267,0.44569288389513106,0.6554621848739496,64.35205992509363,7.033707865168539,0.49063670411985016,1.1008403361344539
7,70,267,0.3782771535580524,0.7128712871287128,74.47940074906367,6.329588014981273,-1.2584269662921348,-3.3267326732673266
7,80,281,0.35231316725978645,0.8181818181818182,84.09252669039147,5.519572953736655,-0.7829181494661922,-2.2222222222222223
7,90,160,0.43125,0.9710144927536232,93.375,2.53125,1.6,3.710144927536232
8,0,356,0.30337078651685395,0.037037037037037035,4.398876404494382,7.26123595505618,-0.598314606741573,-1.9722222222222223
8,10,259,0.5366795366795367,0.07913669064748201,14.223938223938225,6.536679536679537,-3.27027027027027,-6.093525179856115
8,20,233,0.592274678111588,0.1956521739130435,24.21459227467811,6.0,-2.819742489270386,-4.760869565217392
8,30,190,0.5105263157894737,0.2268041237113402,34.11578947368421,7.347368421052631,-5.726315789473684,-11.216494845360824
8,40,184,0.4782608695652174,0.45454545454545453,44.22826086956522,6.994565217391305,0.5760869565217391,1.2045454545454546
8,50,191,0.42408376963350786,0.43209876543209874,54.481675392670155,7.4136125654450264,-4.81151832460733,-11.345679012345679
8,60,226,0.40707964601769914,0.6304347826086957,64.48672566371681,8.43362831858407,-0.5,-1.2282608695652173
8,70,273,0.37362637362637363,0.6666666666666666,74.67765567765568,7.293040293040293,-2.95970695970696,-7.921568627450981
8,80,286,0.3076923076923077,0.875,84.55594405594405,5.374125874125874,0.986013986013986,3.2045454545454546
8,90,229,0.29694323144104806,0.9705882352941176,93.32751091703057,2.816593886462882,1.1965065502183405,4.029411764705882
9,0,433,0.3533487297921478,0.0392156862745098,4.1270207852194,6.61431870669746,-0.535796766743649,-1.5163398692810457
9,10,265,0.5773584905660377,0.058823529411764705,14.09433962264151,6.652830188679245,-4.660377358490566,-8.071895424836601
9,20,186,0.5591397849462365,0.20192307692307693,23.876344086021504,7.370967741935484,-2.274193548387097,-4.0673076923076925
9,30,166,0.5240963855421686,0.3103448275862069,34.4277108433735,7.469879518072289,-1.7590361445783131,-3.3563218390804597
9,40,164,0.4817073170731707,0.45569620253164556,43.823170731707314,7.152439024390244,1.0609756097560976,2.2025316455696204
9,50,156,0.4358974358974359,0.4411764705882353,54.48717948717949,7.685897435897436,-4.532051282051282,-10.397058823529411
9,60,190,0.45789473684210524,0.5172413793103449,64.37894736842105,7.994736842105263,-5.721052631578948,-12.494252873563218
9,70,246,0.34552845528455284,0.6470588235294118,74.5569105691057,7.260162601626016,-3.296747967479675,-9.541176470588235
9,80,309,0.313915857605178,0.8556701030927835,84.77022653721683,5.41747572815534,0.40129449838187703,1.2783505154639174
9,90,315,0.30793650793650795,0.9381443298969072,93.92380952380952,2.7174603174603176,0.025396825396825397,0.08247422680412371
10,0,518,0.39575289575289574,0.01951219512195122,3.5965250965250966,5.9517374517374515,-1.0,-2.526829268292683
10,10,248,0.6169354838709677,0.10457516339869281,14.27016129032258,6.028225806451613,-2.3225806451612905,-3.764705882352941
10,20,160,0.6125,0.15306122448979592,24.5375,6.975,-5.64375,-9.214285714285714
10,30,146,0.5547945205479452,0.2716049382716049,34.17123287671233,6.575342465753424,-3.856164383561644,-6.950617283950617
10,40,130,0.5153846153846153,0.40298507462686567,44.62307692307692,8.26923076923077,-2.353846153846154,-4.567164179104478
10,50,140,0.4857142857142857,0.39705882352941174,53.9,8.257142857142858,-6.892857142857143,-14.191176470588236
10,60,161,0.5093167701863354,0.5975609756097561,64.50931677018633,9.639751552795031,-2.341614906832298,-4.597560975609756
10,70,203,0.3694581280788177,0.6666666666666666,74.84729064039409,7.512315270935961,-2.980295566502463,-8.066666666666666
10,80,306,0.3366013071895425,0.8446601941747572,84.9281045751634,6.111111111111111,0.042483660130718956,0.1262135922330097
10,90,413,0.3414043583535109,0.9574468085106383,94.14769975786925,2.6343825665859564,0.585956416464891,1.7163120567375887
11,0,609,0.40229885057471265,0.02040816326530612,3.2085385878489325,5.679802955665025,-0.7816091954022989,-1.9428571428571428
11,10,220,0.6136363636363636,0.08148148148148149,13.709090909090909,6.718181818181818,-3.4272727272727272,-5.5851851851851855
11,20,154,0.6558441558441559,0.13861386138613863,24.142857142857142,6.422077922077922,-6.642857142857143,-10.128712871287128
11,30,126,0.5952380952380952,0.32,34.43650793650794,6.936507936507937,-1.4365079365079365,-2.4133333333333336
11,40,104,0.5384615384615384,0.35714285714285715,44.45192307692308,8.173076923076923,-4.778846153846154,-8.875
11,50,115,0.4782608695652174,0.4,54.6,8.843478260869565,-6.904347826086957,-14.436363636363636
11,60,135,0.4666666666666667,0.5079365079365079,64.62222222222222,7.82962962962963,-6.355555555555555,-13.619047619047619
11,70,175,0.3142857142857143,0.6909090909090909,74.98285714285714,9.045714285714286,-1.8571428571428572,-5.909090909090909
11,80,275,0.29454545454545455,0.7901234567901234,85.05454545454545,6.425454545454546,-1.6363636363636365,-5.555555555555555
11,90,504,0.23214285714285715,0.9401709401709402,94.77182539682539,2.751984126984127,-0.0873015873015873,-0.37606837606837606
12,0,711,0.4641350210970464,0.006060606060606061,2.590717299578059,5.884669479606188,-1.1476793248945147,-2.4727272727272727
12,10,180,0.65,0.1452991452991453,14.016666666666667,7.322222222222222,0.3055555555555556,0.4700854700854701
12,20,131,0.7022900763358778,0.13043478260869565,23.709923664122137,8.51908396946565,-7.6106870229007635,-10.83695652173913
12,30,96,0.6875,0.19696969696969696,34.135416666666664,7.09375,-9.770833333333334,-14.212121212121213
12,40,84,0.5833333333333334,0.30612244897959184,44.29761904761905,8.571428571428571,-8.226190476190476,-14.10204081632653
12,50,87,0.5287356321839081,0.45652173913043476,55.0,8.724137931034482,-4.885057471264368,-9.23913043478261
12,60,106,0.4716981132075472,0.48,64.11320754716981,9.367924528301886,-7.669811320754717,-16.26
12,70,142,0.2746478873239437,0.5384615384615384,74.6056338028169,9.570422535211268,-5.584507042253521,-20.333333333333332
12,80,276,0.19927536231884058,0.7818181818181819,85.1195652173913,8.427536231884059,-1.3007246376811594,-6.527272727272727
12,90,576,0.1440972222222222,0.963855421686747,95.46875,2.8003472222222223,0.18055555555555555,1.2530120481927711
13,0,823,0.5577156743620899,0.008714596949891068,2.131227217496962,5.4896719319562575,-0.7910085054678008,-1.4183006535947713
13,10,138,0.6304347826086957,0.06896551724137931,13.72463768115942,8.03623188405797,-4.405797101449275,-6.988505747126437
13,20,82,0.7073170731707317,0.06896551724137931,24.70731707317073,8.414634146341463,-12.536585365853659,-17.724137931034484
13,30,61,0.5901639344262295,0.19444444444444445,34.39344262295082,8.065573770491802,-8.60655737704918,-14.583333333333334
13,40,58,0.4482758620689655,0.23076923076923078,44.706896551724135,8.827586206896552,-9.517241379310345,-21.23076923076923
13,50,72,0.4861111111111111,0.3142857142857143,54.30555555555556,10.055555555555555,-10.972222222222221,-22.571428571428573
13,60,81,0.37037037037037035,0.3333333333333333,64.66666666666667,10.419753086419753,-11.407407407407407,-30.8
13,70,93,0.27956989247311825,0.6538461538461539,74.56989247311827,11.24731182795699,-2.3440860215053765,-8.384615384615385
13,80,219,0.1324200913242009,0.7241379310344828,85.30593607305936,9.337899543378995,-1.5890410958904109,-12.0
13,90,704,0.09943181818181818,0.9142857142857143,96.00852272727273,2.7173295454545454,-0.39204545454545453,-3.942857142857143
14,0,871,0.6934557979334098,0.0016556291390728477,1.5338691159586682,6.185993111366246,-0.9712973593570609,-1.400662251655629
14,10,44,0.5454545454545454,0.08333333333333333,13.977272727272727,14.409090909090908,-2.8181818181818183,-5.166666666666667
14,20,33,0.6666666666666666,0.09090909090909091,24.151515151515152,14.303030303030303,-10.030303030303031,-15.045454545454545
14,30,34,0.47058823529411764,0.0,34.88235294117647,14.911764705882353,-16.08823529411765,-34.1875
14,40,28,0.5,0.2857142857142857,44.714285714285715,15.678571428571429,-7.642857142857143,-15.285714285714286
14,50,29,0.3448275862068966,0.1,54.724137931034484,16.379310344827587,-15.482758620689655,-44.9
14,60,59,0.288135593220339,0.5882352941176471,64.89830508474576,22.35593220338983,-1.5084745762711864,-5.235294117647059
14,70,85,0.047058823529411764,0.75,74.85882352941177,19.941176470588236,0.15294117647058825,3.25
14,80,144,0.08333333333333333,0.9166666666666666,84.42361111111111,12.493055555555555,0.5486111111111112,6.583333333333333
14,90,707,0.06223479490806223,0.9090909090909091,96.96039603960396,2.598302687411598,-0.32531824611032534,-5.2272727272727275
